00670261	0
06780069	1
00967310	2
02316707	3
00442063	4
05133287	5
00650577	6
05827684	7
11109424	8
03039947	9
02522581	10
06473563	11
10926066	12
02134971	13
01402169	14
12737745	15
04125853	16
01331689	17
08968879	18
04555291	19
12398174	20
00883226	21
05247057	22
05961429	23
00194534	24
09260010	25
10523076	26
13889843	27
03936269	28
14785325	29
01568892	30
12949722	31
01912454	32
01537710	33
02511303	34
05219420	35
14290881	36
10050432	37
00403092	38
02324901	39
00404403	40
05256085	41
01626420	42
04907269	43
10593745	44
10728998	45
11542341	46
07086861	47
00732552	48
11887750	49
10978842	50
10437852	51
12014739	52
09871095	53
00639356	54
12448361	55
05767733	56
02437148	57
00917772	58
07436661	59
11615026	60
06820212	61
04845312	62
00524083	63
10482054	64
02885882	65
04651974	66
12595801	67
10670310	68
13854649	69
12135049	70
04173698	71
01198307	72
00568879	73
11289709	74
02680531	75
02810471	76
01000214	77
04457326	78
12477747	79
08010942	80
00941777	81
02241799	82
07493527	83
02435689	84
01016316	85
01649251	86
05648756	87
12240965	88
05227572	89
09986189	90
01992503	91
00324384	92
06022727	93
02581073	94
12719277	95
08991752	96
02553196	97
06161223	98
01855188	99
02511424	100
00064643	101
11899432	102
06248693	103
10507070	104
00598056	105
11531090	106
01682039	107
01318053	108
04880573	109
02333358	110
06021499	111
04448826	112
11902200	113
12688716	114
00661584	115
02287204	116
13982999	117
04031884	118
02418341	119
09465135	120
02653359	121
00903668	122
01741744	123
12983961	124
02424909	125
10679174	126
02224055	127
12164363	128
13744304	129
02066707	130
07936548	131
12898342	132
01144716	133
10177014	134
05898035	135
05943300	136
03975035	137
01779165	138
08306665	139
10641301	140
08235343	141
09260907	142
03191967	143
02931417	144
05870615	145
11819354	146
11400704	147
00711932	148
03205760	149
00806314	150
13477934	151
04224155	152
03214253	153
01207609	154
14717275	155
01835087	156
13382766	157
15096783	158
07047804	159
04326896	160
05807540	161
02994312	162
00328327	163
03354903	164
05070849	165
00058794	166
04937848	167
04159676	168
08626283	169
09251407	170
14836960	171
00133851	172
01458464	173
01821132	174
01252425	175
00003316	176
02407959	177
00975452	178
04194289	179
05838176	180
04749991	181
00500356	182
01864707	183
00858377	184
02615079	185
04859449	186
04539648	187
01901447	188
02598438	189
13327676	190
12781241	191
14204095	192
07160424	193
11431617	194
05003273	195
00645939	196
01406684	197
00134472	198
05642815	199
13233012	200
00348801	201
00623162	202
15055633	203
02196761	204
01789386	205
01020117	206
14166358	207
02515914	208
02537407	209
00195617	210
11313911	211
11624367	212
04263614	213
01969084	214
02334595	215
12670013	216
04487996	217
04405540	218
01880152	219
02267826	220
02382948	221
02738701	222
06989146	223
00923444	224
00207418	225
00389856	226
01033346	227
02899257	228
03011355	229
00478830	230
12001294	231
13615557	232
00190115	233
00877127	234
02536864	235
01822248	236
12693865	237
09987927	238
01173660	239
09170294	240
13474858	241
10399491	242
00218602	243
00859325	244
01700326	245
12644464	246
01127245	247
14646610	248
05586446	249
04629194	250
01590583	251
02434976	252
04476633	253
02169974	254
10117511	255
00136991	256
13894306	257
10752930	258
14344189	259
14666510	260
04356595	261
02212825	262
00876542	263
09103943	264
01405250	265
06567689	266
02523953	267
06669864	268
00416705	269
06634960	270
08686979	271
01356086	272
08022259	273
02505807	274
07386370	275
05094725	276
10256756	277
10022111	278
11881063	279
12056990	280
02002410	281
07961270	282
08925957	283
04152593	284
02509515	285
00126584	286
00804002	287
01487008	288
01205459	289
06150633	290
03157987	291
